DATAFLOW,LAST UPDATE,freq,itm_newa,indic_ag,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,HU,2016,2223.54,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,HU,2017,1998.53,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,HU,2018,2238.24,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,HU,2019,2300.71,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,HU,2020,2338.76,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,HU,2021,2796.37,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,IE,2012,419.26,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,IE,2013,379.08,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,IE,2014,372.72,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,IE,2015,380.93,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,IE,2016,304.81,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,IE,2017,325.07,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,IE,2018,361.72,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,IE,2019,371.00,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,IE,2020,333.17,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,IE,2021,501.21,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,IS,2012,6.29,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,IS,2013,4.70,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,IS,2014,5.69,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,IS,2015,3.25,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,IS,2016,2.13,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,IS,2017,2.99,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,IS,2018,1.99,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,IS,2019,3.51,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,IS,2020,2.12,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,IS,2021,2.94,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,IT,2012,4728.59,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,IT,2013,4550.69,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,IT,2014,4563.47,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,IT,2015,4227.63,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,IT,2016,4034.01,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,IT,2017,3500.59,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,IT,2018,3680.16,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,IT,2019,3691.71,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,IT,2020,3989.10,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,IT,2021,5221.40,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,LT,2012,1031.79,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,LT,2013,878.41,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,LT,2014,863.23,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,LT,2015,1052.61,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,LT,2016,811.08,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,LT,2017,881.40,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,LT,2018,813.06,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,LT,2019,966.86,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,LT,2020,1209.86,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,LT,2021,1178.89,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,LU,2012,31.92,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,LU,2013,29.35,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,LU,2014,23.19,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,LU,2015,26.71,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,LU,2016,18.27,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,LU,2017,21.31,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,LU,2018,26.18,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,LU,2019,24.01,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,LU,2020,22.89,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,LU,2021,29.30,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,LV,2012,387.16,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,LV,2013,321.44,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,LV,2014,310.55,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,LV,2015,415.11,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,LV,2016,359.77,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,LV,2017,376.76,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,LV,2018,353.48,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,LV,2019,478.91,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,LV,2020,551.53,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,LV,2021,564.08,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,MT,2012,,z
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,MT,2013,,z
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,MT,2014,,z
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,MT,2015,,z
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,MT,2016,,z
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,MT,2017,,z
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,MT,2018,,z
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,MT,2019,,z
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,MT,2020,0.00,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,MT,2021,0.00,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,NL,2012,519.07,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,NL,2013,404.17,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,NL,2014,325.00,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,NL,2015,340.40,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,NL,2016,267.55,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,NL,2017,277.58,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,NL,2018,338.56,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,NL,2019,323.23,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,NL,2020,321.22,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,NL,2021,429.24,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,NO,2012,410.74,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,NO,2013,368.00,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,NO,2014,430.86,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,NO,2015,452.82,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,NO,2016,434.10,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,NO,2017,438.52,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,NO,2018,269.06,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,NO,2019,449.47,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,NO,2020,424.17,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,NO,2021,446.67,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,PL,2012,5070.93,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,PL,2013,4361.35,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,PL,2014,4107.91,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,PL,2015,3545.09,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,PL,2016,3530.89,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,PL,2017,4031.34,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,PL,2018,3660.41,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,PL,2019,3959.36,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,PL,2020,4658.40,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,PL,2021,6022.14,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,PT,2012,329.30,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,PT,2013,289.74,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,PT,2014,279.18,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,PT,2015,277.13,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,PT,2016,247.65,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,PT,2017,235.65,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,PT,2018,241.69,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,PT,2019,247.60,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,PT,2020,234.37,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,PT,2021,303.35,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,RO,2012,2807.10,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,RO,2013,4500.89,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,RO,2014,3852.86,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,RO,2015,3316.34,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,RO,2016,3448.48,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,RO,2017,4054.52,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,RO,2018,4877.45,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,RO,2019,4764.68,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,RO,2020,3085.16,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,RO,2021,5993.17,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,SE,2012,971.59,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,SE,2013,757.95,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,SE,2014,800.76,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,SE,2015,756.03,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,SE,2016,695.80,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,SE,2017,755.35,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,SE,2018,577.17,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,SE,2019,775.93,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,SE,2020,839.72,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,SE,2021,992.80,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,SI,2012,109.00,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,SI,2013,77.30,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,SI,2014,90.95,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,SI,2015,87.01,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,SI,2016,82.79,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,SI,2017,75.83,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,SI,2018,85.79,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,SI,2019,84.75,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,SI,2020,95.85,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,SI,2021,133.30,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,SK,2012,594.15,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,SK,2013,568.01,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,SK,2014,614.85,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,SK,2015,568.71,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,SK,2016,618.38,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,SK,2017,450.25,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,SK,2018,575.64,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,SK,2019,583.05,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,SK,2020,628.01,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,SK,2021,722.62,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,UK,2012,3947.35,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,UK,2013,3962.17,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,UK,2014,4265.67,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,UK,2015,3929.88,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,UK,2016,3041.62,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,UK,2017,3524.67,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,UK,2018,3675.30,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,UK,2019,4177.58,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),15/07/22 23:00:00,A,01000,PROD_BP,MIO_EUR,UK,2020,3185.83,e
